Name, Homepage, Hauptsitz, Info
AA Asset Consult
Flatexdegiro Bank AG, https://flatexdegiro.com/de, Frankfurt, online Broker
GENO Broker GmbH, https://www.genobroker.de/homepage.html, Frankfurt, Die GENO Broker GmbH ist eine 100%ige Tochtergesellschaft der DZ BANK AG
Nuveen Asset Management Europe S.à r.l., https://www.nuveen.com/, ???, ***Sitz; reporting unklar
Wolfgang Steubing AG Wertpapierdienstleister, https://www.steubing.de/, Frankfurt, ***nur Dienstleister
